s[R,D,AA->AB,100(123),0,0,0,0,9758]
s[T,A,AB->AA,0(9),0,0,16,9758,9839]
s[R,D,AA->AB,100(123),1,0,0,0,10900]
s[T,A,AB->AA,0(9),1,0,16,10900,10981]
s[R,D,AA->AB,100(123),2,0,0,0,12032]
s[T,A,AB->AA,0(9),2,0,16,12032,12113]
s[R,D,AA->AB,100(123),3,0,0,0,13171]
s[T,A,AB->AA,0(9),3,0,16,13171,13252]
s[R,D,AA->AB,100(123),4,0,0,0,14309]
s[T,A,AB->AA,0(9),4,0,16,14309,14390]
s[R,D,AA->AB,100(123),5,0,0,0,15445]
s[T,A,AB->AA,0(9),5,0,16,15445,15526]
s[R,D,AA->AB,100(123),6,0,0,0,16584]
s[T,A,AB->AA,0(9),6,0,16,16584,16665]
s[R,D,AA->AB,100(123),7,0,0,0,17725]
s[T,A,AB->AA,0(9),7,0,16,17725,17806]
s[R,D,AA->AB,100(123),8,0,0,0,18867]
s[T,A,AB->AA,0(9),8,0,16,18867,18948]
s[R,D,AA->AB,100(123),9,0,0,0,20008]
s[T,A,AB->AA,0(9),9,0,16,20008,20089]
s[R,D,AA->AB,100(123),10,0,0,0,21147]
s[T,A,AB->AA,0(9),10,0,16,21147,21228]
s[R,D,AA->AB,100(123),11,0,0,0,22285]
s[T,A,AB->AA,0(9),11,0,16,22285,22366]
s[R,D,AA->AB,100(123),12,0,0,0,23426]
s[T,A,AB->AA,0(9),12,0,16,23426,23507]
s[R,D,AA->AB,100(123),13,0,0,0,24569]
s[T,A,AB->AA,0(9),13,0,16,24569,24650]
s[R,D,AA->AB,100(123),14,0,0,0,25707]
s[T,A,AB->AA,0(9),14,0,16,25707,25788]
s[R,D,AA->AB,100(123),15,0,0,0,26838]
s[T,A,AB->AA,0(9),15,0,16,26838,26919]
s[R,D,AA->AB,100(123),16,0,0,0,27982]
s[T,A,AB->AA,0(9),16,0,16,27982,28063]
s[R,D,AA->AB,100(123),17,0,0,0,29118]
s[T,A,AB->AA,0(9),17,0,16,29118,29199]
s[R,D,AA->AB,100(123),18,0,0,0,30259]
s[T,A,AB->AA,0(9),18,0,16,30259,30340]
s[R,D,AA->AB,100(123),19,0,0,0,31395]
s[T,A,AB->AA,0(9),19,0,16,31395,31476]
s[R,D,AA->AB,100(123),20,0,0,0,32530]
s[T,A,AB->AA,0(9),20,0,16,32530,32611]
