s[T,D,AA->AB,100(123)a[AA]
s[T,D,AA->AB,180(203),0,1,16,7380,9055]
s[R,A,AB->AA,0(9),0,0,0,0,9136]
s[T,D,AA->AB,180(203),1,11,16,9168,10853]
s[R,A,AB->AA,0(9),1,0,0,0,10934]
s[T,D,AA->AB,180(203),2,15,16,10966,12655]
s[R,A,AB->AA,0(9),2,0,0,0,12736]
s[T,D,AA->AB,180(203),3,0,16,12767,14441]
s[R,A,AB->AA,0(9),3,0,0,0,14522]
s[T,D,AA->AB,180(203),4,7,16,14551,16232]
s[R,A,AB->AA,0(9),4,0,0,0,16313]
s[T,D,AA->AB,180(203),5,13,16,16345,18032]
s[R,A,AB->AA,0(9),5,0,0,0,18113]
s[T,D,AA->AB,180(203),6,0,16,18145,19819]
s[R,A,AB->AA,0(9),6,0,0,0,19900]
s[T,D,AA->AB,180(203),7,13,16,19931,21618]
s[R,A,AB->AA,0(9),7,0,0,0,21699]
s[T,D,AA->AB,180(203),8,7,16,21729,23410]
s[R,A,AB->AA,0(9),8,0,0,0,23491]
s[T,D,AA->AB,180(203),9,12,16,23523,25209]
s[R,A,AB->AA,0(9),9,0,0,0,25290]
s[T,D,AA->AB,180(203),10,4,16,25320,26998]
s[R,A,AB->AA,0(9),10,0,0,0,27079]
s[T,D,AA->AB,180(203),11,9,16,27111,28794]
s[R,A,AB->AA,0(9),11,0,0,0,28875]
s[T,D,AA->AB,180(203),12,2,16,28904,30580]
s[R,A,AB->AA,0(9),12,0,0,0,30661]
s[T,D,AA->AB,180(203),13,9,16,30694,32377]
s[R,A,AB->AA,0(9),13,0,0,0,32458]
s[T,D,AA->AB,180(203),14,0,16,32491,34164]
s[R,A,AB->AA,0(9),14,0,0,0,34245]
s[T,D,AA->AB,180(203),15,5,16,34276,35955]
s[R,A,AB->AA,0(9),15,0,0,0,36036]
s[T,D,AA->AB,180(203),16,1,16,36065,37740]
s[R,A,AB->AA,0(9),16,0,0,0,37821]
s[T,D,AA->AB,180(203),17,9,16,37851,39534]
s[R,A,AB->AA,0(9),17,0,0,0,39615]
s[T,D,AA->AB,180(203),18,15,16,39647,41336]
s[R,A,AB->AA,0(9),18,0,0,0,41417]
s[T,D,AA->AB,180(203),19,2,16,41449,43125]
s[R,A,AB->AA,0(9),19,0,0,0,43206]
s[T,D,AA->AB,180(203),20,3,16,43238,44915]
s[R,A,AB->AA,0(9),20,0,0,0,44996]
s[T,D,AA->AB,180(203),21,2,16,45028,46704]
s[R,A,AB->AA,0(9),21,0,0,0,46785]
s[T,D,AA->AB,180(203),22,7,16,46817,48498]
s[R,A,AB->AA,0(9),22,0,0,0,48579]
s[T,D,AA->AB,180(203),23,7,16,48609,50290]
s[R,A,AB->AA,0(9),23,0,0,0,50371]
s[T,D,AA->AB,180(203),24,2,16,50404,52079]
s[R,A,AB->AA,0(9),24,0,0,0,52160]
s[T,D,AA->AB,180(203),25,11,16,52188,53873]
s[R,A,AB->AA,0(9),25,0,0,0,53954]
s[T,D,AA->AB,180(203),26,4,16,53986,55664]
s[R,A,AB->AA,0(9),26,0,0,0,55745]
s[T,D,AA->AB,180(203),27,2,16,55776,57452]
s[R,A,AB->AA,0(9),27,0,0,0,57533]
s[T,D,AA->AB,180(203),28,0,16,57565,59239]
s[R,A,AB->AA,0(9),28,0,0,0,59320]
s[T,D,AA->AB,180(203),29,2,16,59350,61026]
s[R,A,AB->AA,0(9),29,0,0,0,61107]
s[T,D,AA->AB,180(203),30,0,16,61139,62813]
s[R,A,AB->AA,0(9),30,0,0,0,62894]
s[T,D,AA->AB,180(203),31,10,16,62924,64608]
s[R,A,AB->AA,0(9),31,0,0,0,64689]
